# opp_gamma, obs_gamma, live_gamma, liveness_thresh, goal_reach_idx0, goal_reach_idx1, traj_collision, obs_collision_0, obs_collision_1, delta_vel_0, delta_vel_1, path_dev_0, path_dev_1
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.3000, 0.3000, 0.2000, 0.6500, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9288, 3.8204
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.7000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8666, 1.6751
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
0.8000, 0.6000, 0.5000, 1.1000, 86.0000, 98.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0145, 0.8663, 1.6680
0.4000, 0.3000, 0.2000, 0.6500, 86.0000, 97.0000, 0.0000, 0.0000, 1.0000, 0.0065, 0.0134, 0.9286, 3.4140
